@relation mrgD3train-weka.filters.unsupervised.attribute.Remove-R2

@attribute refinedUse numeric
@attribute ' dType' {0,1}
@attribute ' Time' numeric
@attribute ' Cluster' {cluster3,cluster4,cluster5,cluster6,cluster7,cluster9,cluster11,cluster12,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19}

@data
0.896317,0,13510,cluster6
0.846416,1,4480,cluster6
1.86765,1,3290,cluster12
0.846416,1,4480,cluster6
1.09204,1,23270,cluster3
1.86765,1,3290,cluster12
1.9075,1,6540,cluster19
2.78432,1,140,cluster6
2.28532,1,4390,cluster19
0.535318,0,550,cluster7
1.97593,1,14300,cluster19
1.74047,1,9580,cluster4
0.912783,1,23260,cluster3
0.181267,0,18220,cluster17
2.78432,1,140,cluster6
0.43255,1,11570,cluster16
1.9253,1,7550,cluster4
0.501366,1,12470,cluster9
2.13702,1,6280,cluster19
0.501366,1,12470,cluster9
2.13702,1,6280,cluster19
1.14898,1,13500,cluster19
0.042633,1,4180,cluster11
1.60605,1,8330,cluster4
0.123283,1,3340,cluster16
2.02865,1,3280,cluster18
1.96137,1,13250,cluster19
1.23847,0,18270,cluster17
1.83323,1,9280,cluster4
0.276566,1,12240,cluster3
0.709034,0,130,cluster15
1.23847,0,18270,cluster17
1.2287,1,1220,cluster9
0.276566,1,12240,cluster3
2.10163,1,7570,cluster4
1.97623,1,13010,cluster5
1.01648,1,23450,cluster6
2.80277,1,13250,cluster5
0.123283,1,3340,cluster16
1.01648,1,23450,cluster6
0.879583,0,1090,cluster7
0.6475,1,4120,cluster3
0.712416,0,18140,cluster17
0.712416,0,18140,cluster17
2.5874,1,3510,cluster12
1.91586,1,3330,cluster12
0.427249,1,15540,cluster3
0.7233,0,4400,cluster18
0.133134,1,3370,cluster16
0.133134,1,3370,cluster16
0.133134,1,3370,cluster16
0.535684,1,4140,cluster3
2.64752,1,14370,cluster5
1.86765,1,3290,cluster12
0.711533,0,470,cluster7
0.7465,0,520,cluster7
1.86782,1,4060,cluster3
1.86782,1,4060,cluster3
1.78753,1,3450,cluster12
0.133134,1,3370,cluster16
1.35172,1,330,cluster17
1.67652,1,14170,cluster19
1.67652,1,14170,cluster19
0.742267,0,450,cluster7
1.75193,1,8570,cluster4
0.241016,0,18210,cluster17
1.67652,1,14170,cluster19
0.965653,0,10070,cluster15
1.60028,0,270,cluster7
0,1,4570,cluster11
1.2596,1,300,cluster17
1.2596,1,300,cluster17
0.992484,1,2570,cluster18
0.992484,1,2570,cluster18
1.91586,1,3330,cluster12
0.60818,1,11580,cluster9
0.60818,1,11580,cluster9
0.53285,0,100,cluster15
1.64692,1,8210,cluster4
0.45575,0,1010,cluster7
2.69373,0,8250,cluster5
0.53285,0,100,cluster15
2.00128,1,3290,cluster18
0,1,8250,cluster11
0.123699,1,3380,cluster16
2.62177,1,3500,cluster12
1.13128,1,3400,cluster12
0.778949,0,16590,cluster17
1.13128,1,3400,cluster12
1.68888,1,10010,cluster4
0.123699,1,3380,cluster16
1.79958,1,13550,cluster19
0.6517,0,50,cluster15
0.350203,1,11430,cluster15
1.40768,1,2560,cluster18
0,1,2370,cluster11
1.34535,1,1080,cluster3
1.34535,1,1080,cluster3
1.5464,0,18280,cluster17
2.90735,1,14230,cluster5
1.78753,1,3450,cluster12
1.5464,0,18280,cluster17
0.176367,0,18370,cluster17
0.852933,0,23380,cluster15
0.69,0,350,cluster7
1.85273,1,13580,cluster19
0.852933,0,23380,cluster15
0.400584,1,12490,cluster9
1.85273,1,13580,cluster19
0.036633,0,17390,cluster11
0.463568,0,1030,cluster7
0.441766,0,16450,cluster17
0.036633,0,17390,cluster11
1.99612,1,3340,cluster18
1.99612,1,3340,cluster18
0.005633,1,14100,cluster11
0.176367,0,18370,cluster17
1.9567,1,8450,cluster4
0.176367,0,18370,cluster17
2.583,1,350,cluster17
0.425051,0,450,cluster7
2.65525,1,14270,cluster5
0.679667,0,23350,cluster15
0.544167,1,17000,cluster17
0.544167,1,17000,cluster17
0.109034,1,17400,cluster11
0,1,18040,cluster6
2.5874,1,3510,cluster12
0,1,18040,cluster6
0.547599,0,440,cluster7
0.547599,0,440,cluster7
0.098984,1,14270,cluster11
0.853217,1,13590,cluster19
2.85217,0,8360,cluster5
0.098984,1,14270,cluster11
1.96818,1,3300,cluster12
0,1,20520,cluster11
1.93233,1,9550,cluster4
2.00012,0,8150,cluster9
2.00012,0,8150,cluster9
1.11678,1,4120,cluster9
1.94685,1,7350,cluster4
1.11678,1,4120,cluster9
0.519906,1,23290,cluster3
1.94685,1,7350,cluster4
0.519906,1,23290,cluster3
0,1,10050,cluster11
0.681967,1,4110,cluster3
1.74047,1,9580,cluster4
0.112984,1,22140,cluster11
1.2287,1,1220,cluster9
1.98493,1,3330,cluster18
2.09597,1,5380,cluster4
0,0,2270,cluster11
0,0,2270,cluster11
1.81645,1,9350,cluster4
0.618733,0,390,cluster7
0.355634,0,16420,cluster17
3.12483,1,12410,cluster5
0.123283,1,3340,cluster16
0.8174,0,16570,cluster17
0.884701,1,490,cluster3
0,0,9200,cluster15
0.102067,1,380,cluster16
0.133134,1,3370,cluster16
0.475023,1,15150,cluster6
2.80277,1,13250,cluster5
0.133134,1,3370,cluster16
0.593013,1,12590,cluster6
1.81645,1,9350,cluster4
0.133134,1,3370,cluster16
0.517634,1,12460,cluster9
0.593013,1,12590,cluster6
0.37935,0,14030,cluster3
0.395568,1,23500,cluster9
0.058784,1,16230,cluster11
0.281483,1,23170,cluster6
0.523733,1,4040,cluster9
2.05912,1,8070,cluster4
1.95515,0,7510,cluster9
0.281483,1,23170,cluster6
1.28152,1,3230,cluster18
1.63387,1,8240,cluster4
2.32333,1,12490,cluster5
1.9614,1,3570,cluster9
2.32333,1,12490,cluster5
0.336536,0,9290,cluster15
0.517634,1,12460,cluster9
1.59542,1,3230,cluster18
0.544167,1,17000,cluster17
0.54945,0,410,cluster7
0.9988,1,220,cluster17
0.54945,0,410,cluster7
0.506549,1,12440,cluster9
0.9988,1,220,cluster17
1.59542,1,3230,cluster18
1.70385,1,10000,cluster4
0.057868,1,23340,cluster3
1.59577,0,7580,cluster9
2.66963,1,3470,cluster12
2.0998,1,3300,cluster18
2.0998,1,3300,cluster18
0.297767,0,18170,cluster17
0.277916,1,12250,cluster9
2.66963,1,3470,cluster12
1.78753,1,3450,cluster12
0.60818,1,11580,cluster9
2.69373,0,8250,cluster5
2.62177,1,3500,cluster12
1.78753,1,3450,cluster12
0.528553,0,13020,cluster6
0.992484,1,2570,cluster18
1.79478,1,6590,cluster19
1.79478,1,6590,cluster19
0.566817,0,540,cluster7
1.59057,1,6420,cluster5
0.380887,0,14100,cluster6
1.61107,1,8300,cluster4
1.79478,1,6590,cluster19
0.566817,0,540,cluster7
0.380887,0,14100,cluster6
1.86782,1,4060,cluster3
0.355634,0,16420,cluster17
0.507799,1,17200,cluster17
1.86782,1,4060,cluster3
2.3481,1,7150,cluster19
2.62177,1,3500,cluster12
0.512783,0,8470,cluster7
1.68888,1,10010,cluster4
0.482468,1,4200,cluster3
0.435682,1,15520,cluster3
0.512783,0,8470,cluster7
0.116349,1,3350,cluster16
0.116349,1,3350,cluster16
0.535684,1,4140,cluster3
0.852933,0,23380,cluster15
2.02865,1,3280,cluster18
0.202824,1,23160,cluster3
1.21342,1,3380,cluster12
1.21342,1,3380,cluster12
0.711533,0,470,cluster7
0.331266,1,11440,cluster15
0.31747,0,10060,cluster15
0.331266,1,11440,cluster15
0.705382,0,1100,cluster7
0.48424,0,12590,cluster6
0.705382,0,1100,cluster7
0.48424,0,12590,cluster6
1.80307,1,14350,cluster19
1.99647,0,8330,cluster9
0.509257,0,9050,cluster15
2.583,1,350,cluster17
2.6527,1,3480,cluster12
2.6527,1,3480,cluster12
1.9567,1,8450,cluster4
2.01713,1,1000,cluster3
1.613,1,10090,cluster4
1.613,1,10090,cluster4
0.71735,1,23320,cluster6
1.27772,1,14020,cluster19
1.64732,1,12420,cluster5
1.64732,1,12420,cluster5
0.464867,0,430,cluster7
0.6988,0,220,cluster7
0.9988,1,220,cluster17
0.548117,0,570,cluster7
0.709034,0,130,cluster15
1.2544,1,6440,cluster9
1.7289,1,2410,cluster18
0.712416,0,18140,cluster17
1.30885,1,3420,cluster12
1.30885,1,3420,cluster12
1.59698,1,8530,cluster18
0.630684,1,3070,cluster11
0.965653,0,10070,cluster15
1.81258,1,9320,cluster4
1.56515,1,14260,cluster19
0.965653,0,10070,cluster15
0.180383,0,18360,cluster17
0.332533,0,14560,cluster6
0.346913,1,11490,cluster15
0.167037,1,13170,cluster6
1.86765,1,3290,cluster12
0.535318,0,550,cluster7
3.12483,1,12410,cluster5
0.102067,1,380,cluster16
0.39835,1,23580,cluster7
1.4051,1,14030,cluster19
1.14206,1,170,cluster3
1.4051,1,14030,cluster19
0.584584,0,1070,cluster7
0.584584,0,1070,cluster7
0.128217,1,3360,cluster16
3.12483,1,12410,cluster5
0,0,9150,cluster15
0.128217,1,3360,cluster16
1.33602,1,3570,cluster18
2.07227,1,3350,cluster18
0.286851,1,18250,cluster6
0.456217,0,6470,cluster11
1.83735,0,7500,cluster9
0,0,2480,cluster11
1.51135,1,13330,cluster19
0.123283,1,3340,cluster16
0.566441,0,9010,cluster15
1.12518,1,3300,cluster18
0.548117,0,570,cluster7
1.09793,1,4000,cluster18
0.43255,1,11570,cluster16
2.66963,1,3470,cluster12
0,1,23380,cluster11
0,1,23380,cluster11
1.53235,0,18290,cluster17
0.734383,0,500,cluster7
1.53235,0,18290,cluster17
0.1746,1,4110,cluster11
0.466134,1,12360,cluster9
1.60605,1,8330,cluster4
1.7793,0,7490,cluster9
0.65375,0,18150,cluster17
1.78317,1,3140,cluster18
1.18938,1,3390,cluster12
0.09742,0,13430,cluster6
1.44742,1,3390,cluster18
1.646,1,12440,cluster5
0.175116,0,14000,cluster6
0.202824,1,23160,cluster3
2.38628,1,4220,cluster5
0.175116,0,14000,cluster6
2.74917,1,3460,cluster12
0.507165,1,4080,cluster9
0.202824,1,23160,cluster3
1.646,1,12440,cluster5
0.507165,1,4080,cluster9
1.9253,1,7550,cluster4
0.702683,0,570,cluster7
2.08895,0,8020,cluster9
0.227534,1,5330,cluster6
2.08895,0,8020,cluster9
0.227534,1,5330,cluster6
1.44742,1,3390,cluster18
1.52715,0,7550,cluster9
0.133706,0,9160,cluster15
0.59928,1,12000,cluster9
1.91586,1,3330,cluster12
0.133706,0,9160,cluster15
0,0,9190,cluster15
1.18723,1,250,cluster17
0.701284,0,250,cluster7
0.707117,1,4160,cluster9
3.0513,1,13200,cluster5
0.701284,0,250,cluster7
0.202824,1,23160,cluster3
1.66288,1,8020,cluster4
1.80307,1,14350,cluster19
0.054434,0,18260,cluster17
0.054434,0,18260,cluster17
0.602413,1,12030,cluster9
1.5926,1,13170,cluster19
0.742533,0,5460,cluster18
1.5926,1,13170,cluster19
1.38398,1,13360,cluster19
0.271223,0,10200,cluster15
0.091433,1,17540,cluster6
0.35732,1,11480,cluster15
0.328867,0,16520,cluster17
2.03793,1,8170,cluster4
0.091433,1,17540,cluster6
0.133134,1,3370,cluster16
2.03793,1,8170,cluster4
1.80665,1,3310,cluster12
0.742533,0,5460,cluster18
0.813716,1,1040,cluster6
0.742533,0,5460,cluster18
1.51135,1,13330,cluster19
1.84338,1,9220,cluster4
2.38628,1,4220,cluster5
2.38628,1,4220,cluster5
2.63198,0,8350,cluster5
2.63198,0,8350,cluster5
1.08837,1,260,cluster17
0.21495,0,9100,cluster15
1.97828,1,3260,cluster18
0.21495,0,9100,cluster15
0.205401,0,9180,cluster15
0.4561,1,12290,cluster9
0.0557,0,4410,cluster11
0.205401,0,9180,cluster15
0.4561,1,12290,cluster9
0.0557,0,4410,cluster11
1.44817,1,290,cluster6
0.173448,1,9440,cluster11
0.173448,1,9440,cluster11
0.460349,0,150,cluster15
2.15023,0,16540,cluster17
0.138316,1,18050,cluster6
0.441766,0,16450,cluster17
2.15023,0,16540,cluster17
0.441766,0,16450,cluster17
0.243133,0,10190,cluster15
0.655467,0,190,cluster7
1.96818,1,3300,cluster12
1.96818,1,3300,cluster12
0,1,9560,cluster11
0.133134,1,3370,cluster16
1.33602,1,3570,cluster18
0.365284,0,16430,cluster17
1.74757,1,3240,cluster18
1.7291,1,14360,cluster19
0.177874,1,23210,cluster3
1.61335,1,8310,cluster4
0.081293,0,9350,cluster15
1.63247,1,8420,cluster4
1.60687,1,10070,cluster4
2.08967,1,7580,cluster4
0.278264,0,9070,cluster15
0.123283,1,3340,cluster16
0.278264,0,9070,cluster15
1.59698,1,8530,cluster18
2.05912,1,8070,cluster4
1.73207,1,14390,cluster19
0.475233,0,16500,cluster17
0.6517,0,50,cluster15
0.128217,1,3360,cluster16
1.65072,0,8180,cluster9
1.86835,1,7130,cluster19
1.86835,1,7130,cluster19
3.10703,1,13220,cluster5
1.99298,1,10030,cluster4
0,1,18510,cluster6
1.90002,1,13290,cluster19
1.86012,1,8000,cluster4
1.84528,1,13440,cluster5
0.679299,0,110,cluster15
0,1,18510,cluster6
1.84528,1,13440,cluster5
0.679299,0,110,cluster15
2.62658,1,12470,cluster5
1.86012,1,8000,cluster4
1.86012,1,8000,cluster4
0,1,18510,cluster6
0.805646,1,3470,cluster9
1.90617,1,3340,cluster12
0.778949,0,16590,cluster17
1.84703,1,3320,cluster12
2.6527,1,3480,cluster12
1.63488,1,3380,cluster6
0,1,19240,cluster11
1.09745,1,3590,cluster18
1.94685,1,7350,cluster4
0.133134,1,3370,cluster16
0.133134,1,3370,cluster16
1.04997,1,4420,cluster9
1.91586,1,3330,cluster12
0.350482,1,11420,cluster15
1.94685,1,7350,cluster4
1.18723,1,250,cluster17
0.93445,1,14230,cluster19
0.31248,0,9310,cluster15
0.93445,1,14230,cluster19
0.921716,1,8570,cluster18
2.15757,1,8540,cluster4
0.31248,0,9310,cluster15
1.40637,1,560,cluster3
0.921716,1,8570,cluster18
1.18938,1,3390,cluster12
0.37005,0,16410,cluster17
1.66288,1,8020,cluster4
0.380887,0,14100,cluster6
2.06218,1,12590,cluster5
0.034933,0,17110,cluster6
0.102067,1,380,cluster16
1.80682,1,3360,cluster12
0.034933,0,17110,cluster6
1.80682,1,3360,cluster12
0.371666,1,16030,cluster3
0.317201,0,9340,cluster15
2.02532,1,12360,cluster5
0.509257,0,9050,cluster15
0.509257,0,9050,cluster15
1.9567,1,8450,cluster4
0.350203,1,11430,cluster15
1.59542,1,3230,cluster18
1.67163,1,8480,cluster18
1.59542,1,3230,cluster18
0.834217,0,230,cluster7
0.052756,1,23310,cluster3
1.30338,1,12420,cluster6
1.59542,1,3230,cluster18
1.30338,1,12420,cluster6
1.96177,1,12020,cluster6
1.52142,1,14060,cluster19
0.705382,0,1100,cluster7
0.705382,0,1100,cluster7
0.116349,1,3350,cluster16
0.116349,1,3350,cluster16
0.116349,1,3350,cluster16
1.1127,1,1030,cluster3
1.1127,1,1030,cluster3
0.813716,1,1040,cluster6
2.61135,1,14380,cluster5
1.51135,1,13330,cluster19
0.616734,0,440,cluster7
0.664234,1,23480,cluster9
1.97828,1,3260,cluster18
0.515683,0,23530,cluster6
1.81258,1,9320,cluster4
0.086083,1,3280,cluster11
0.116349,1,3350,cluster16
1.32763,1,280,cluster17
1.80325,1,9410,cluster4
0.711533,0,470,cluster7
2.63265,1,12480,cluster5
0,1,20080,cluster11
1.91586,1,3330,cluster12
0.128217,1,3360,cluster16
0.39835,1,23580,cluster7
1.09745,1,3590,cluster18
1.69868,1,12530,cluster5
0.605016,0,18160,cluster17
1.69868,1,12530,cluster5
1.12917,1,3410,cluster12
2.38137,1,4340,cluster19
0.019836,0,10100,cluster15
2.38137,1,4340,cluster19
0.521102,1,4090,cluster9
1.49522,1,7230,cluster19
0.128217,1,3360,cluster16
0.535318,0,550,cluster7
0.535318,0,550,cluster7
1.80325,1,9410,cluster4
0,0,9190,cluster15
0.05045,0,18250,cluster17
1.84422,1,7340,cluster4
0.128217,1,3360,cluster16
3.2878,1,13230,cluster5
2.08967,1,7580,cluster4
0.361367,0,9250,cluster11
1.82128,1,13570,cluster19
1.82128,1,13570,cluster19
0.168767,0,18400,cluster17
0.965666,1,2350,cluster18
0.793049,0,470,cluster7
0.646867,0,23330,cluster15
2.6412,1,3530,cluster12
1.83315,1,9240,cluster4
0.965666,1,2350,cluster18
1.80682,1,3360,cluster12
1.77832,1,6550,cluster19
0.502917,0,410,cluster7
0.502917,0,410,cluster7
0.123283,1,3340,cluster16
0,0,2530,cluster11
1.09745,1,3590,cluster18
1.09745,1,3590,cluster18
2.19095,1,12580,cluster5
0.133134,1,3370,cluster16
1.71655,1,13440,cluster19
1.35562,1,14130,cluster19
0.143247,1,500,cluster6
0.460349,0,150,cluster15
0.038717,0,17800,cluster6
2.6527,1,3480,cluster12
1.66288,1,8020,cluster4
0.79975,0,400,cluster7
2.73963,1,13100,cluster19
1.21373,1,13510,cluster19
1.5201,1,4310,cluster18
1.21373,1,13510,cluster19
0.15425,0,23310,cluster3
0.43255,1,11570,cluster16
0.690883,0,6540,cluster11
0.6517,0,50,cluster15
1.40637,1,560,cluster3
2.18322,1,4250,cluster5
0.506617,1,23080,cluster6
0.261553,0,9260,cluster15
0.261553,0,9260,cluster15
0.116349,1,3350,cluster16
0.116349,1,3350,cluster16
1.75232,0,7480,cluster9
1.75232,0,7480,cluster9
1.4358,0,9430,cluster6
1.81825,1,9390,cluster4
1.81825,1,9390,cluster4
0.557981,1,13090,cluster6
2.0802,1,3320,cluster18
1.5464,0,18280,cluster17
1.5464,0,18280,cluster17
1.62925,1,8230,cluster4
0.423301,0,16510,cluster17
1.11838,1,3370,cluster12
0.630266,1,12390,cluster9
0,1,20030,cluster11
0,1,20030,cluster11
0.6988,0,220,cluster7
0.7873,0,6590,cluster11
0.244168,1,17200,cluster6
1.04428,1,4540,cluster9
0.476583,1,12350,cluster9
0.244168,1,17200,cluster6
1.40873,1,3020,cluster18
0.489217,0,330,cluster7
1.80325,1,9410,cluster4
1.40873,1,3020,cluster18
0.489217,0,330,cluster7
1.40873,1,3020,cluster18
1.40873,1,3020,cluster18
0.158883,0,18190,cluster17
1.86835,1,7130,cluster19
0.102067,1,380,cluster16
2.04855,1,8060,cluster4
1.42825,1,14040,cluster19
2.5874,1,3510,cluster12
0.2312,1,13320,cluster6
1.69022,1,9510,cluster4
1.59095,1,13120,cluster5
1.21342,1,3380,cluster12
0.002316,1,4570,cluster11
0.128217,1,3360,cluster16
0.340223,0,9320,cluster15
0.340223,0,9320,cluster15
0.544167,1,17000,cluster17
2.88878,0,8390,cluster5
1.96203,1,4050,cluster3
1.94375,1,10360,cluster19
2.07227,1,3350,cluster18
1.66777,1,8040,cluster4
2.13702,1,6280,cluster19
0.093384,0,23550,cluster11
0.703207,0,14360,cluster3
2.53355,0,8220,cluster5
0.690867,0,18130,cluster17
2.945,1,13090,cluster19
0.025983,0,22180,cluster11
2.64965,1,3490,cluster12
1.52715,0,7550,cluster9
0.93445,1,14230,cluster19
1.71655,1,13440,cluster19
1.92995,1,14000,cluster19
1.71655,1,13440,cluster19
1.17075,1,23460,cluster6
0.04985,0,18240,cluster17
1.17075,1,23460,cluster6
1.63403,1,8200,cluster4
1.62333,1,8140,cluster4
0.0381,1,9250,cluster11
0.623449,0,1060,cluster7
0.06547,0,10130,cluster15
1.18938,1,3390,cluster12
0.214701,1,20130,cluster6
2.13445,0,8190,cluster9
1.98612,1,4030,cluster3
0.5922,0,460,cluster7
1.21373,1,13510,cluster19
0.214701,1,20130,cluster6
1.50145,1,8410,cluster18
0.71835,0,23370,cluster15
0.404667,0,23280,cluster15
0.702683,0,570,cluster7
0,1,10000,cluster11
0.5922,0,460,cluster7
2.89372,0,8380,cluster5
0.158883,0,18190,cluster17
0.158883,0,18190,cluster17
1.81825,1,9390,cluster4
0.022854,1,22260,cluster11
0.682564,0,23310,cluster15
0.682564,0,23310,cluster15
2.0802,1,3320,cluster18
2.0802,1,3320,cluster18
0.737533,0,520,cluster7
0.6988,0,220,cluster7
1.62925,1,8230,cluster4
0.423301,0,16510,cluster17
1.68888,1,10010,cluster4
0.423301,0,16510,cluster17
1.68888,1,10010,cluster4
0.596532,0,30,cluster15
2.85217,0,8360,cluster5
2.85217,0,8360,cluster5
0.164734,0,4540,cluster11
0.679667,0,23350,cluster15
2.57128,1,3550,cluster18
0.29842,1,23190,cluster3
0.29842,1,23190,cluster3
0.102067,1,380,cluster16
1.23842,1,310,cluster17
0.332334,1,15420,cluster3
0.332334,1,15420,cluster3
0.884701,1,490,cluster3
2.5874,1,3510,cluster12
0.128217,1,3360,cluster16
0,1,20460,cluster11
0.66945,1,12560,cluster6
2.64965,1,3490,cluster12
0.690867,0,18130,cluster17
0.66945,1,12560,cluster6
2.64965,1,3490,cluster12
1.86835,1,7130,cluster19
1.96588,0,16530,cluster17
1.42825,1,14040,cluster19
1.8394,1,10330,cluster19
1.99612,1,3340,cluster18
0.018599,1,14590,cluster11
2.583,1,350,cluster17
2.583,1,350,cluster17
1.77627,1,14100,cluster19
1.77627,1,14100,cluster19
0.6517,0,50,cluster15
0.123283,1,3340,cluster16
0.133134,1,3370,cluster16
0.488367,0,580,cluster7
1.35562,1,14130,cluster19
0.862467,0,4560,cluster18
1.4951,1,4290,cluster18
1.35562,1,14130,cluster19
0.276566,1,12240,cluster3
0.018384,1,8540,cluster11
0.276566,1,12240,cluster3
1.86765,1,3290,cluster12
1.4951,1,4290,cluster18
0.479593,0,8420,cluster7
0.479593,0,8420,cluster7
2.15528,0,16550,cluster17
0.331266,1,11440,cluster15
0.83322,0,23390,cluster15
0.331266,1,11440,cluster15
1.97828,1,3260,cluster18
0.05977,1,3470,cluster11
0.05977,1,3470,cluster11
1.79958,1,13550,cluster19
2.40168,1,13150,cluster19
0.331453,1,11460,cluster15
0.37935,0,14030,cluster3
0.331453,1,11460,cluster15
1.78753,1,3450,cluster12
0.008507,1,23360,cluster3
1.78753,1,3450,cluster12
1.38318,1,3100,cluster18
0.270814,0,9130,cluster15
0.270814,0,9130,cluster15
0,1,18180,cluster6
0,1,18180,cluster6
0.629034,1,8340,cluster11
2.02865,1,3280,cluster18
0.629034,1,8340,cluster11
0.31248,0,9310,cluster15
1.52955,1,14410,cluster19
1.99612,1,3340,cluster18
2.28612,1,4280,cluster19
0.462199,1,15480,cluster3
0.164734,0,4540,cluster11
0.664234,1,23480,cluster9
0.664234,1,23480,cluster9
1.68888,1,10010,cluster4
2.531,0,8210,cluster5
0.907433,1,23270,cluster3
1.68222,1,340,cluster6
1.96588,0,16530,cluster17
1.68222,1,340,cluster6
0.679299,0,110,cluster15
0.679299,0,110,cluster15
1.1684,1,7050,cluster19
1.95515,0,7510,cluster9
0.001703,1,8590,cluster6
1.1684,1,7050,cluster19
1.61363,1,14200,cluster19
0.198518,1,20050,cluster11
1.21342,1,3380,cluster12
1.21342,1,3380,cluster12
0.441766,0,16450,cluster17
0.177933,0,18230,cluster17
0.475233,0,16500,cluster17
0.475233,0,16500,cluster17
0.117967,1,22060,cluster11
2.90532,0,8370,cluster5
1.05915,1,4430,cluster9
0.116349,1,3350,cluster16
2.6412,1,3530,cluster12
1.05915,1,4430,cluster9
0.116349,1,3350,cluster16
2.57128,1,3550,cluster18
0.116349,1,3350,cluster16
2.74917,1,3460,cluster12
1.30885,1,3420,cluster12
2.74917,1,3460,cluster12
0.123283,1,3340,cluster16
1.74778,0,8160,cluster9
0.221866,1,8000,cluster11
0.221866,1,8000,cluster11
1.99785,0,10270,cluster6
1.94685,1,7350,cluster4
2.63488,1,14360,cluster5
2.6412,1,3530,cluster12
0.690867,0,18130,cluster17
2.6412,1,3530,cluster12
0.34845,1,15550,cluster3
0.690867,0,18130,cluster17
0.690867,0,18130,cluster17
2.63488,1,14360,cluster5
0.074867,0,10210,cluster11
0.074867,0,10210,cluster11
0.491134,1,4220,cluster3
2.06273,1,12380,cluster5
1.60995,1,7460,cluster4
1.5943,0,15020,cluster6
0.123283,1,3340,cluster16
1.60995,1,7460,cluster4
0.123283,1,3340,cluster16
0.59928,1,12000,cluster9
0.123283,1,3340,cluster16
0.123699,1,3380,cluster16
0.123283,1,3340,cluster16
2.44418,1,4240,cluster5
2.6412,1,3530,cluster12
0.123699,1,3380,cluster16
1.11838,1,3370,cluster12
0,0,9360,cluster15
1.32975,1,3580,cluster18
1.66777,1,8040,cluster4
0.405568,0,1000,cluster7
2.06215,1,6410,cluster5
1.80826,1,3520,cluster9
1.99955,1,7360,cluster4
2.03425,1,4260,cluster19
0.722718,0,160,cluster15
1.74613,1,7550,cluster4
0.722718,0,160,cluster15
0.36755,0,5390,cluster18
0.102067,1,380,cluster16
0.299666,1,22400,cluster6
0.723617,0,200,cluster7
0.094483,0,60,cluster11
0.094483,0,60,cluster11
0.547249,0,16480,cluster17
0.547249,0,16480,cluster17
0.160234,0,9290,cluster11
0,1,18440,cluster11
1.99647,0,8330,cluster9
0.534334,0,510,cluster7
0.042716,0,14140,cluster6
0.534334,0,510,cluster7
0.042716,0,14140,cluster6
1.08187,1,13480,cluster19
2.10248,1,7000,cluster19
0,1,18590,cluster6
1.78608,0,23270,cluster5
1.53057,1,7460,cluster19
1.8487,0,16560,cluster17
1.44747,1,3430,cluster12
0.15465,1,16140,cluster3
0.95755,1,1040,cluster3
0.95755,1,1040,cluster3
0.475233,0,16500,cluster17
0.475233,0,16500,cluster17
2.40642,1,14160,cluster6
1.9253,1,7550,cluster4
0.123699,1,3380,cluster16
0,0,9360,cluster15
2.6034,1,14400,cluster5
0.43255,1,11570,cluster16
0.605016,0,18160,cluster17
1.66777,1,8040,cluster4
0.605016,0,18160,cluster17
0.691949,1,23260,cluster6
0.616734,0,440,cluster7
1.04983,1,1090,cluster3
1.04983,1,1090,cluster3
0.4524,1,15490,cluster3
0.019836,0,10100,cluster15
2.6412,1,3530,cluster12
1.23842,1,310,cluster17
1.96818,1,3300,cluster12
2.2141,1,7010,cluster19
1.12917,1,3410,cluster12
1.09793,1,4000,cluster18
2.2141,1,7010,cluster19
1.09793,1,4000,cluster18
1.91586,1,3330,cluster12
1.82807,1,4400,cluster19
0.693734,0,8590,cluster15
1.82807,1,4400,cluster19
0.365284,0,16430,cluster17
0.11055,1,14160,cluster11
0.241016,0,18210,cluster17
1.44747,1,3430,cluster12
1.45292,1,6520,cluster5
1.9614,1,3570,cluster9
1.86315,1,10340,cluster19
2.15642,1,5400,cluster4
2.07435,1,7420,cluster4
0.008507,1,23360,cluster3
1.7967,1,13460,cluster19
1.09204,1,23270,cluster3
2.83517,1,1180,cluster18
0.446099,1,18540,cluster6
2.03793,1,8170,cluster4
1.96588,0,16530,cluster17
1.30885,1,3420,cluster12
1.30885,1,3420,cluster12
1.84703,1,3320,cluster12
1.9075,1,6540,cluster19
0.6059,0,480,cluster7
0.616734,0,440,cluster7
0.6059,0,480,cluster7
0.473274,0,8480,cluster7
0.128217,1,3360,cluster16
0.620466,1,4170,cluster9
1.629,1,10050,cluster4
0.123699,1,3380,cluster16
1.629,1,10050,cluster4
0.477533,1,4210,cluster3
2.83517,1,1180,cluster18
2.83517,1,1180,cluster18
0.664734,0,510,cluster7
