@relation c1train-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R3

@attribute 'refinedUse ' numeric
@attribute ' dow ' {0,1,2,3,4,5,6}
@attribute Day {0,1}
@attribute ' Time' numeric
@attribute Cluster {cluster13,cluster9,cluster3,cluster5,cluster15,cluster17,cluster4,cluster12,cluster55,cluster11,cluster10,cluster42,cluster19,cluster30,cluster33,cluster36,cluster34,cluster39,cluster54,cluster47,cluster26,cluster25,cluster50,cluster52,cluster28}

@data
0.668249,5,1,1140,cluster10
0,4,1,10170,cluster12
0,4,1,10170,cluster12
0,4,1,10170,cluster12
0,4,1,10170,cluster12
0.717083,0,0,40,cluster13
0.25795,0,0,19190,cluster3
0.25795,0,0,19190,cluster3
0.705684,5,1,1130,cluster10
0.705684,5,1,1130,cluster10
0.705684,5,1,1130,cluster10
0.705684,5,1,1130,cluster10
0.705684,5,1,1130,cluster10
0.705684,5,1,1130,cluster10
0.705684,5,1,1130,cluster10
0.705684,5,1,1130,cluster10
0.705684,5,1,1130,cluster10
0.705684,5,1,1130,cluster10
0.705684,5,1,1130,cluster10
0.705684,5,1,1130,cluster10
0.705684,5,1,1130,cluster10
0.705684,5,1,1130,cluster10
0.705684,5,1,1130,cluster10
0.705684,5,1,1130,cluster10
0.705684,5,1,1130,cluster10
0,4,1,10160,cluster12
0,4,1,10160,cluster12
0,4,1,10160,cluster12
0,4,1,10160,cluster12
0.716033,0,0,30,cluster13
0.035166,0,0,19180,cluster3
0.035166,0,0,19180,cluster3
0.719433,5,1,1120,cluster10
0.719433,5,1,1120,cluster10
0.719433,5,1,1120,cluster10
0.719433,5,1,1120,cluster10
0.719433,5,1,1120,cluster10
0.719433,5,1,1120,cluster10
0.719433,5,1,1120,cluster10
0.719433,5,1,1120,cluster10
0.719433,5,1,1120,cluster10
0.719433,5,1,1120,cluster10
0.719433,5,1,1120,cluster10
0.719433,5,1,1120,cluster10
0.719433,5,1,1120,cluster10
0.719433,5,1,1120,cluster10
0.719433,5,1,1120,cluster10
0.719433,5,1,1120,cluster10
0.719433,5,1,1120,cluster10
1.71442,4,1,5260,cluster13
2.42945,3,1,14290,cluster55
2.42945,3,1,14290,cluster55
2.42945,3,1,14290,cluster55
2.42945,3,1,14290,cluster55
2.42945,3,1,14290,cluster55
2.42945,3,1,14290,cluster55
2.42945,3,1,14290,cluster55
2.42945,3,1,14290,cluster55
2.42945,3,1,14290,cluster55
2.42945,3,1,14290,cluster55
2.42945,3,1,14290,cluster55
2.42945,3,1,14290,cluster55
0.034466,4,1,17210,cluster3
0.034466,4,1,17210,cluster3
1.17057,0,0,10370,cluster15
0.977599,1,1,1330,cluster13
2.17537,3,1,14280,cluster55
2.17537,3,1,14280,cluster55
2.17537,3,1,14280,cluster55
2.17537,3,1,14280,cluster55
2.17537,3,1,14280,cluster55
2.17537,3,1,14280,cluster55
2.17537,3,1,14280,cluster55
2.17537,3,1,14280,cluster55
2.17537,3,1,14280,cluster55
2.17537,3,1,14280,cluster55
2.17537,3,1,14280,cluster55
2.17537,3,1,14280,cluster55
0.427999,5,0,11460,cluster15
1.98978,3,1,14270,cluster55
1.98978,3,1,14270,cluster55
1.98978,3,1,14270,cluster55
1.98978,3,1,14270,cluster55
1.98978,3,1,14270,cluster55
1.98978,3,1,14270,cluster55
1.98978,3,1,14270,cluster55
1.98978,3,1,14270,cluster55
1.98978,3,1,14270,cluster55
1.98978,3,1,14270,cluster55
1.98978,3,1,14270,cluster55
1.98978,3,1,14270,cluster55
1.70487,4,1,5230,cluster13
1.8078,5,1,30,cluster10
1.8078,5,1,30,cluster10
1.8078,5,1,30,cluster10
1.8078,5,1,30,cluster10
1.8078,5,1,30,cluster10
1.8078,5,1,30,cluster10
1.8078,5,1,30,cluster10
1.8078,5,1,30,cluster10
1.8078,5,1,30,cluster10
1.8078,5,1,30,cluster10
1.8078,5,1,30,cluster10
1.8078,5,1,30,cluster10
1.8078,5,1,30,cluster10
1.8078,5,1,30,cluster10
1.8078,5,1,30,cluster10
1.8078,5,1,30,cluster10
1.8078,5,1,30,cluster10
0.404983,5,0,11450,cluster15
1.46325,3,1,14260,cluster15
0.982816,0,0,10350,cluster15
0.518335,3,1,20000,cluster13
0.824482,1,1,1310,cluster13
1.80618,5,1,20,cluster10
1.80618,5,1,20,cluster10
1.80618,5,1,20,cluster10
1.80618,5,1,20,cluster10
1.80618,5,1,20,cluster10
1.80618,5,1,20,cluster10
1.80618,5,1,20,cluster10
1.80618,5,1,20,cluster10
1.80618,5,1,20,cluster10
1.80618,5,1,20,cluster10
1.80618,5,1,20,cluster10
1.80618,5,1,20,cluster10
1.80618,5,1,20,cluster10
1.80618,5,1,20,cluster10
1.80618,5,1,20,cluster10
1.80618,5,1,20,cluster10
1.80618,5,1,20,cluster10
0.514451,3,1,19590,cluster13
0.683233,5,1,10,cluster10
0.683233,5,1,10,cluster10
0.683233,5,1,10,cluster10
0.683233,5,1,10,cluster10
0.683233,5,1,10,cluster10
0.683233,5,1,10,cluster10
0.683233,5,1,10,cluster10
0.683233,5,1,10,cluster10
0.683233,5,1,10,cluster10
0.683233,5,1,10,cluster10
0.683233,5,1,10,cluster10
0.683233,5,1,10,cluster10
0.683233,5,1,10,cluster10
0.683233,5,1,10,cluster10
0.683233,5,1,10,cluster10
0.683233,5,1,10,cluster10
0.683233,5,1,10,cluster10
0.550733,0,0,22510,cluster13
0.5028,3,1,19580,cluster13
0.030184,0,0,20590,cluster13
0.507717,3,1,19570,cluster13
0.060966,2,1,10460,cluster5
0.060966,2,1,10460,cluster5
0.643049,2,1,19490,cluster13
1.16857,3,1,1420,cluster17
1.16857,3,1,1420,cluster17
1.16857,3,1,1420,cluster17
1.16857,3,1,1420,cluster17
0.042233,0,0,20580,cluster13
0.06575,2,1,10450,cluster5
0.06575,2,1,10450,cluster5
1.03542,3,1,1410,cluster17
1.03542,3,1,1410,cluster17
1.03542,3,1,1410,cluster17
1.03542,3,1,1410,cluster17
0.889633,1,1,16130,cluster13
0.253434,1,1,4500,cluster15
0.160535,6,0,2260,cluster12
0.160535,6,0,2260,cluster12
0.160535,6,0,2260,cluster12
0.160535,6,0,2260,cluster12
0,5,1,11290,cluster5
0,5,1,11290,cluster5
0.347049,1,1,1160,cluster5
0.347049,1,1,1160,cluster5
0.157332,0,0,10190,cluster15
0.033134,0,1,17220,cluster5
0.033134,0,1,17220,cluster5
0.9076,1,1,16120,cluster13
0.14365,6,0,2250,cluster12
0.14365,6,0,2250,cluster12
0.14365,6,0,2250,cluster12
0.14365,6,0,2250,cluster12
0,5,1,11280,cluster5
0,5,1,11280,cluster5
0.111057,4,1,21350,cluster3
0.111057,4,1,21350,cluster3
0.349017,1,1,1150,cluster5
0.349017,1,1,1150,cluster5
0.07098,2,1,3310,cluster13
0.103286,4,1,21340,cluster3
0.103286,4,1,21340,cluster3
0.066197,2,1,3300,cluster13
0.104922,4,1,21330,cluster3
0.104922,4,1,21330,cluster3
0.170367,3,1,8300,cluster13
0.059466,4,1,21320,cluster3
0.059466,4,1,21320,cluster3
0.17975,3,1,8290,cluster13
0.165533,3,1,8270,cluster13
0.0049,4,1,10150,cluster12
0.0049,4,1,10150,cluster12
0.0049,4,1,10150,cluster12
0.0049,4,1,10150,cluster12
0.64685,0,0,20,cluster13
0.176832,0,0,19170,cluster3
0.176832,0,0,19170,cluster3
0.578784,3,1,21090,cluster13
0.718099,5,1,1110,cluster10
0.718099,5,1,1110,cluster10
0.718099,5,1,1110,cluster10
0.718099,5,1,1110,cluster10
0.718099,5,1,1110,cluster10
0.718099,5,1,1110,cluster10
0.718099,5,1,1110,cluster10
0.718099,5,1,1110,cluster10
0.718099,5,1,1110,cluster10
0.718099,5,1,1110,cluster10
0.718099,5,1,1110,cluster10
0.718099,5,1,1110,cluster10
0.718099,5,1,1110,cluster10
0.718099,5,1,1110,cluster10
0.718099,5,1,1110,cluster10
0.718099,5,1,1110,cluster10
0.718099,5,1,1110,cluster10
0,4,1,10140,cluster12
0,4,1,10140,cluster12
0,4,1,10140,cluster12
0,4,1,10140,cluster12
0.6335,0,0,10,cluster13
0.225833,0,0,19160,cluster3
0.225833,0,0,19160,cluster3
0,4,1,10130,cluster12
0,4,1,10130,cluster12
0,4,1,10130,cluster12
0,4,1,10130,cluster12
1.4641,3,1,14250,cluster15
1.70455,4,1,5210,cluster13
1.6983,3,1,14240,cluster55
1.6983,3,1,14240,cluster55
1.6983,3,1,14240,cluster55
1.6983,3,1,14240,cluster55
1.6983,3,1,14240,cluster55
1.6983,3,1,14240,cluster55
1.6983,3,1,14240,cluster55
1.6983,3,1,14240,cluster55
1.6983,3,1,14240,cluster55
1.6983,3,1,14240,cluster55
1.6983,3,1,14240,cluster55
1.6983,3,1,14240,cluster55
0.568466,5,0,11430,cluster15
2.19977,3,1,14230,cluster55
2.19977,3,1,14230,cluster55
2.19977,3,1,14230,cluster55
2.19977,3,1,14230,cluster55
2.19977,3,1,14230,cluster55
2.19977,3,1,14230,cluster55
2.19977,3,1,14230,cluster55
2.19977,3,1,14230,cluster55
2.19977,3,1,14230,cluster55
2.19977,3,1,14230,cluster55
2.19977,3,1,14230,cluster55
2.19977,3,1,14230,cluster55
0.97725,0,0,10330,cluster15
2.19223,3,1,14220,cluster55
2.19223,3,1,14220,cluster55
2.19223,3,1,14220,cluster55
2.19223,3,1,14220,cluster55
2.19223,3,1,14220,cluster55
2.19223,3,1,14220,cluster55
2.19223,3,1,14220,cluster55
2.19223,3,1,14220,cluster55
2.19223,3,1,14220,cluster55
2.19223,3,1,14220,cluster55
2.19223,3,1,14220,cluster55
2.19223,3,1,14220,cluster55
0.762018,5,0,11420,cluster15
2.19171,3,1,14210,cluster55
2.19171,3,1,14210,cluster55
2.19171,3,1,14210,cluster55
2.19171,3,1,14210,cluster55
2.19171,3,1,14210,cluster55
2.19171,3,1,14210,cluster55
2.19171,3,1,14210,cluster55
2.19171,3,1,14210,cluster55
2.19171,3,1,14210,cluster55
2.19171,3,1,14210,cluster55
2.19171,3,1,14210,cluster55
2.19171,3,1,14210,cluster55
0.986382,0,0,10320,cluster15
0.085266,5,1,22300,cluster4
0.085266,5,1,22300,cluster4
0.085266,5,1,22300,cluster4
0.085266,5,1,22300,cluster4
0.1628,1,1,2050,cluster4
0.1628,1,1,2050,cluster4
0.1628,1,1,2050,cluster4
0.1628,1,1,2050,cluster4
0,0,0,19210,cluster3
0,0,0,19210,cluster3
0.113334,5,1,22290,cluster4
0.113334,5,1,22290,cluster4
0.113334,5,1,22290,cluster4
0.113334,5,1,22290,cluster4
0.505784,3,1,19560,cluster13
0.237783,0,0,11080,cluster13
0.749916,5,0,11410,cluster15
0.128667,5,1,22280,cluster4
0.128667,5,1,22280,cluster4
0.128667,5,1,22280,cluster4
0.128667,5,1,22280,cluster4
0.50365,3,1,19550,cluster13
0,0,1,18110,cluster5
0,0,1,18110,cluster5
1.04932,0,0,10310,cluster15
1.4756,2,1,8390,cluster13
0.519399,3,1,19540,cluster13
0.0336,6,0,3140,cluster12
0.0336,6,0,3140,cluster12
0.0336,6,0,3140,cluster12
0.0336,6,0,3140,cluster12
0,0,0,19200,cluster3
0,0,0,19200,cluster3
0.613717,3,1,19530,cluster13
0,5,1,12170,cluster5
0,5,1,12170,cluster5
0,0,0,19190,cluster3
0,0,0,19190,cluster3
0.60525,3,1,19520,cluster13
0.172783,1,1,2040,cluster4
0.172783,1,1,2040,cluster4
0.172783,1,1,2040,cluster4
0.172783,1,1,2040,cluster4
0.136567,4,1,5310,cluster12
0.136567,4,1,5310,cluster12
0.136567,4,1,5310,cluster12
0.136567,4,1,5310,cluster12
0.421651,6,0,5100,cluster13
0.034417,6,0,3130,cluster12
0.034417,6,0,3130,cluster12
0.034417,6,0,3130,cluster12
0.034417,6,0,3130,cluster12
0.413949,6,0,5090,cluster13
0,5,1,12160,cluster5
0,5,1,12160,cluster5
0.25165,1,1,2030,cluster4
0.25165,1,1,2030,cluster4
0.25165,1,1,2030,cluster4
0.25165,1,1,2030,cluster4
0.065616,2,1,10440,cluster5
0.065616,2,1,10440,cluster5
0.8437,5,1,14100,cluster15
0.2575,1,1,4490,cluster15
0.058017,2,1,10430,cluster5
0.058017,2,1,10430,cluster5
0.657501,2,1,19460,cluster13
0.249366,1,1,4480,cluster15
0.1057,0,0,20550,cluster13
0.159783,0,0,10180,cluster15
0.05815,2,1,10420,cluster5
0.05815,2,1,10420,cluster5
0.027734,0,1,17210,cluster5
0.027734,0,1,17210,cluster5
0.680266,2,1,19450,cluster13
0.865217,1,1,16110,cluster13
0.141532,6,0,2240,cluster12
0.141532,6,0,2240,cluster12
0.141532,6,0,2240,cluster12
0.141532,6,0,2240,cluster12
0,5,1,11270,cluster5
0,5,1,11270,cluster5
0.537617,1,1,1140,cluster5
0.537617,1,1,1140,cluster5
0.157801,0,0,10170,cluster15
0.139067,6,0,2230,cluster12
0.139067,6,0,2230,cluster12
0.139067,6,0,2230,cluster12
0.139067,6,0,2230,cluster12
0,5,1,11260,cluster5
0,5,1,11260,cluster5
0.216867,3,1,8260,cluster13
0.362134,1,1,1130,cluster5
0.362134,1,1,1130,cluster5
0.2164,3,1,8250,cluster13
0.215483,3,1,8230,cluster13
0.057249,3,1,8220,cluster13
0.024616,3,1,8210,cluster13
0.020783,5,1,2410,cluster3
0.020783,5,1,2410,cluster3
0.019221,5,1,2400,cluster3
0.019221,5,1,2400,cluster3
0.036637,5,1,2390,cluster3
0.036637,5,1,2390,cluster3
0.051403,5,1,2380,cluster3
0.051403,5,1,2380,cluster3
0.117134,0,0,19150,cluster3
0.117134,0,0,19150,cluster3
0.575283,3,1,21070,cluster13
0,4,1,10120,cluster12
0,4,1,10120,cluster12
0,4,1,10120,cluster12
0,4,1,10120,cluster12
0.075099,2,1,6100,cluster5
0.075099,2,1,6100,cluster5
0.119217,0,0,19140,cluster3
0.119217,0,0,19140,cluster3
0,4,1,10110,cluster12
0,4,1,10110,cluster12
0,4,1,10110,cluster12
0,4,1,10110,cluster12
0.069633,2,1,6090,cluster5
0.069633,2,1,6090,cluster5
0.121299,0,0,19130,cluster3
0.121299,0,0,19130,cluster3
0.128117,5,1,22270,cluster4
0.128117,5,1,22270,cluster4
0.128117,5,1,22270,cluster4
0.128117,5,1,22270,cluster4
1.4428,2,1,8380,cluster13
0.121633,5,1,22260,cluster4
0.121633,5,1,22260,cluster4
0.121633,5,1,22260,cluster4
0.121633,5,1,22260,cluster4
0,0,0,19180,cluster3
0,0,0,19180,cluster3
1.45551,2,1,8370,cluster13
0.161803,4,1,5300,cluster12
0.161803,4,1,5300,cluster12
0.161803,4,1,5300,cluster12
0.161803,4,1,5300,cluster12
0.019551,5,1,22250,cluster4
0.019551,5,1,22250,cluster4
0.019551,5,1,22250,cluster4
0.019551,5,1,22250,cluster4
0,0,0,19170,cluster4
0,0,0,19170,cluster4
0,0,0,19170,cluster4
0,0,0,19170,cluster4
0.061256,4,1,5290,cluster12
0.061256,4,1,5290,cluster12
0.061256,4,1,5290,cluster12
0.061256,4,1,5290,cluster12
0,5,1,22240,cluster4
0,5,1,22240,cluster4
0,5,1,22240,cluster4
0,5,1,22240,cluster4
0.2257,0,0,11060,cluster13
0,0,0,19160,cluster3
0,0,0,19160,cluster3
1.44264,2,1,8350,cluster13
2.17527,3,1,13000,cluster4
2.17527,3,1,13000,cluster4
2.17527,3,1,13000,cluster4
2.17527,3,1,13000,cluster4
0.03805,6,0,3120,cluster12
0.03805,6,0,3120,cluster12
0.03805,6,0,3120,cluster12
0.03805,6,0,3120,cluster12
1.47288,2,1,1400,cluster3
1.47288,2,1,1400,cluster3
0,5,1,22230,cluster4
0,5,1,22230,cluster4
0,5,1,22230,cluster4
0,5,1,22230,cluster4
0.423967,6,0,5070,cluster13
0,5,1,12150,cluster5
0,5,1,12150,cluster5
0,4,1,5280,cluster12
0,4,1,5280,cluster12
0,4,1,5280,cluster12
0,4,1,5280,cluster12
1.45916,2,1,8340,cluster13
0.839882,5,1,14090,cluster15
0.196917,1,1,2020,cluster4
0.196917,1,1,2020,cluster4
0.196917,1,1,2020,cluster4
0.196917,1,1,2020,cluster4
0,0,0,19150,cluster4
0,0,0,19150,cluster4
0,0,0,19150,cluster4
0,0,0,19150,cluster4
2.15018,3,1,12590,cluster4
2.15018,3,1,12590,cluster4
2.15018,3,1,12590,cluster4
2.15018,3,1,12590,cluster4
1.4818,2,1,1390,cluster3
1.4818,2,1,1390,cluster3
0.417067,6,0,5060,cluster13
0.04555,6,0,3110,cluster12
0.04555,6,0,3110,cluster12
0.04555,6,0,3110,cluster12
0.04555,6,0,3110,cluster12
0.33795,0,0,10480,cluster15
0.069719,4,1,5270,cluster12
0.069719,4,1,5270,cluster12
0.069719,4,1,5270,cluster12
0.069719,4,1,5270,cluster12
0.851999,5,1,14080,cluster15
0,5,1,12140,cluster5
0,5,1,12140,cluster5
0,0,1,17510,cluster5
0,0,1,17510,cluster5
2.1374,3,1,12580,cluster4
2.1374,3,1,12580,cluster4
2.1374,3,1,12580,cluster4
2.1374,3,1,12580,cluster4
0.044384,1,1,2010,cluster4
0.044384,1,1,2010,cluster4
0.044384,1,1,2010,cluster4
0.044384,1,1,2010,cluster4
0.498483,1,1,16410,cluster15
0.421266,6,0,5050,cluster13
0.16685,6,0,2540,cluster12
0.16685,6,0,2540,cluster12
0.16685,6,0,2540,cluster12
0.16685,6,0,2540,cluster12
0.836633,5,1,14070,cluster15
0,5,1,12130,cluster5
0,5,1,12130,cluster5
0,5,1,11570,cluster5
0,5,1,11570,cluster5
0.227018,1,1,4470,cluster15
0.144483,1,1,23090,cluster13
0.080066,1,1,1440,cluster4
0.080066,1,1,1440,cluster4
0.080066,1,1,1440,cluster4
0.080066,1,1,1440,cluster4
0.104601,0,0,20540,cluster13
0.248384,0,0,10470,cluster15
0.062983,2,1,10410,cluster5
0.062983,2,1,10410,cluster5
0.199382,6,0,2530,cluster12
0.199382,6,0,2530,cluster12
0.199382,6,0,2530,cluster12
0.199382,6,0,2530,cluster12
0.660701,2,1,19440,cluster13
0,5,1,11560,cluster5
0,5,1,11560,cluster5
0.182617,1,1,4460,cluster13
0.0852,1,1,1430,cluster4
0.0852,1,1,1430,cluster4
0.0852,1,1,1430,cluster4
0.0852,1,1,1430,cluster4
0.105366,0,0,20530,cluster13
0.897767,2,1,19430,cluster13
0.183733,1,1,4450,cluster13
0.168184,0,0,10160,cluster15
0.107666,0,0,20520,cluster13
0.147183,6,0,2220,cluster12
0.147183,6,0,2220,cluster12
0.147183,6,0,2220,cluster12
0.147183,6,0,2220,cluster12
1.03018,2,1,19420,cluster13
0,5,1,11250,cluster5
0,5,1,11250,cluster5
0.351366,1,1,1120,cluster5
0.351366,1,1,1120,cluster5
0.261117,0,0,10150,cluster15
0.121883,6,0,2210,cluster12
0.121883,6,0,2210,cluster12
0.121883,6,0,2210,cluster12
0.121883,6,0,2210,cluster12
0,5,1,11240,cluster5
0,5,1,11240,cluster5
0.559466,1,1,1110,cluster5
0.559466,1,1,1110,cluster5
0.036723,5,1,2370,cluster3
0.036723,5,1,2370,cluster3
0,5,1,11230,cluster5
0,5,1,11230,cluster5
0.020286,5,1,2360,cluster3
0.020286,5,1,2360,cluster3
0.02123,5,1,2350,cluster3
0.02123,5,1,2350,cluster3
0.02914,5,1,2340,cluster3
0.02914,5,1,2340,cluster3
0.038393,5,1,2330,cluster3
0.038393,5,1,2330,cluster3
0.050567,5,1,2320,cluster3
0.050567,5,1,2320,cluster3
0.488643,1,1,16310,cluster13
0.438686,1,1,16290,cluster13
0.431547,1,1,16280,cluster15
0.489682,1,1,30,cluster11
0.489682,1,1,30,cluster11
0.489682,1,1,30,cluster11
0.489682,1,1,30,cluster11
0.489682,1,1,30,cluster11
0.489682,1,1,30,cluster11
0.489682,1,1,30,cluster11
0.489682,1,1,30,cluster11
0.489682,1,1,30,cluster11
0.489682,1,1,30,cluster11
0.489682,1,1,30,cluster11
0.489682,1,1,30,cluster11
0.552853,3,1,13510,cluster4
0.552853,3,1,13510,cluster4
0.552853,3,1,13510,cluster4
0.552853,3,1,13510,cluster4
0.943986,1,1,20,cluster11
0.943986,1,1,20,cluster11
0.943986,1,1,20,cluster11
0.943986,1,1,20,cluster11
0.943986,1,1,20,cluster11
0.943986,1,1,20,cluster11
0.943986,1,1,20,cluster11
0.943986,1,1,20,cluster11
0.943986,1,1,20,cluster11
0.943986,1,1,20,cluster11
0.943986,1,1,20,cluster11
0.943986,1,1,20,cluster11
2.25305,1,1,10,cluster11
2.25305,1,1,10,cluster11
2.25305,1,1,10,cluster11
2.25305,1,1,10,cluster11
2.25305,1,1,10,cluster11
2.25305,1,1,10,cluster11
2.25305,1,1,10,cluster11
2.25305,1,1,10,cluster11
2.25305,1,1,10,cluster11
2.25305,1,1,10,cluster11
2.25305,1,1,10,cluster11
2.25305,1,1,10,cluster11
0.498833,3,1,20000,cluster13
2.29703,1,1,0,cluster11
2.29703,1,1,0,cluster11
2.29703,1,1,0,cluster11
2.29703,1,1,0,cluster11
2.29703,1,1,0,cluster11
2.29703,1,1,0,cluster11
2.29703,1,1,0,cluster11
2.29703,1,1,0,cluster11
2.29703,1,1,0,cluster11
2.29703,1,1,0,cluster11
2.29703,1,1,0,cluster11
2.29703,1,1,0,cluster11
0.757117,3,1,19590,cluster13
0.942366,3,1,19580,cluster13
0.067967,2,1,6080,cluster5
0.067967,2,1,6080,cluster5
0.925584,3,1,19570,cluster13
0.122583,0,0,19120,cluster3
0.122583,0,0,19120,cluster3
0.174201,2,1,5000,cluster13
0.6039,3,1,21040,cluster13
0.027234,6,0,16200,cluster5
0.027234,6,0,16200,cluster5
0.074966,2,1,6070,cluster5
0.074966,2,1,6070,cluster5
0.122266,0,0,19110,cluster3
0.122266,0,0,19110,cluster3
0.722849,1,1,15100,cluster15
0.5956,3,1,21030,cluster13
0.037566,6,0,16190,cluster5
0.037566,6,0,16190,cluster5
0.0694,2,1,6060,cluster5
0.0694,2,1,6060,cluster5
0,6,0,18500,cluster4
0,6,0,18500,cluster4
0,6,0,18500,cluster4
0,6,0,18500,cluster4
0.17245,3,1,9460,cluster13
0,6,0,18490,cluster4
0,6,0,18490,cluster4
0,6,0,18490,cluster4
0,6,0,18490,cluster4
0.151734,3,1,9450,cluster13
0,6,0,18480,cluster4
0,6,0,18480,cluster4
0,6,0,18480,cluster4
0,6,0,18480,cluster4
0,5,1,22220,cluster4
0,5,1,22220,cluster4
0,5,1,22220,cluster4
0,5,1,22220,cluster4
0,6,0,18470,cluster4
0,6,0,18470,cluster4
0,6,0,18470,cluster4
0,6,0,18470,cluster4
0,5,1,22210,cluster4
0,5,1,22210,cluster4
0,5,1,22210,cluster4
0,5,1,22210,cluster4
0,0,0,19140,cluster3
0,0,0,19140,cluster3
1.38972,2,1,8320,cluster13
0,6,0,18460,cluster4
0,6,0,18460,cluster4
0,6,0,18460,cluster4
0,6,0,18460,cluster4
1.47923,2,1,1380,cluster3
1.47923,2,1,1380,cluster3
0.157984,3,1,9420,cluster13
1.33822,4,1,4300,cluster3
1.33822,4,1,4300,cluster3
1.45313,2,1,8300,cluster13
0.228999,0,0,11030,cluster13
1.31687,4,1,4290,cluster3
1.31687,4,1,4290,cluster3
2.13343,3,1,12570,cluster4
2.13343,3,1,12570,cluster4
2.13343,3,1,12570,cluster4
2.13343,3,1,12570,cluster4
0,5,1,12120,cluster5
0,5,1,12120,cluster5
1.30432,4,1,4280,cluster3
1.30432,4,1,4280,cluster3
0.364601,6,0,5040,cluster13
0.237367,0,0,11020,cluster13
0.274484,3,1,13300,cluster15
0.825067,5,1,14060,cluster15
0,5,1,21010,cluster3
0,5,1,21010,cluster3
0.110082,1,1,23080,cluster13
0,5,1,12110,cluster5
0,5,1,12110,cluster5
1.68025,3,1,12560,cluster4
1.68025,3,1,12560,cluster4
1.68025,3,1,12560,cluster4
1.68025,3,1,12560,cluster4
0.241366,0,0,11010,cluster13
0.251416,0,0,10460,cluster15
0.338599,6,0,5030,cluster13
0.017867,5,1,21000,cluster3
0.017867,5,1,21000,cluster3
0.20435,6,0,2520,cluster12
0.20435,6,0,2520,cluster12
0.20435,6,0,2520,cluster12
0.20435,6,0,2520,cluster12
0.820516,5,1,14050,cluster15
0.034237,5,1,20590,cluster3
0.034237,5,1,20590,cluster3
0,5,1,11550,cluster5
0,5,1,11550,cluster5
0.120016,1,1,23070,cluster13
0.9529,3,1,17100,cluster13
0.079867,1,1,1420,cluster4
0.079867,1,1,1420,cluster4
0.079867,1,1,1420,cluster4
0.079867,1,1,1420,cluster4
0.625197,3,1,12550,cluster4
0.625197,3,1,12550,cluster4
0.625197,3,1,12550,cluster4
0.625197,3,1,12550,cluster4
0.086387,5,1,20580,cluster3
0.086387,5,1,20580,cluster3
0.254484,0,0,10450,cluster15
0.310517,6,0,5020,cluster13
0.179567,6,0,2510,cluster12
0.179567,6,0,2510,cluster12
0.179567,6,0,2510,cluster12
0.179567,6,0,2510,cluster12
0,5,1,11540,cluster5
0,5,1,11540,cluster5
1.02257,2,1,19410,cluster13
0.084749,1,1,1410,cluster4
0.084749,1,1,1410,cluster4
0.084749,1,1,1410,cluster4
0.084749,1,1,1410,cluster4
0.767333,1,1,4430,cluster13
0.305549,0,0,10440,cluster15
0.169417,4,1,1500,cluster15
0,5,1,11530,cluster5
0,5,1,11530,cluster5
0.8341,1,1,4420,cluster13
0.18935,4,1,1490,cluster15
0.41765,4,1,1480,cluster15
1.03075,4,1,1470,cluster15
0.442583,0,0,15380,cluster11
0.442583,0,0,15380,cluster11
0.442583,0,0,15380,cluster11
0.442583,0,0,15380,cluster11
0.442583,0,0,15380,cluster11
0.442583,0,0,15380,cluster11
0.442583,0,0,15380,cluster11
0.442583,0,0,15380,cluster11
0.442583,0,0,15380,cluster11
0.442583,0,0,15380,cluster11
0.442583,0,0,15380,cluster11
0.442583,0,0,15380,cluster11
0.06042,5,1,1500,cluster3
0.06042,5,1,1500,cluster3
0.521003,0,0,15370,cluster12
0.521003,0,0,15370,cluster12
0.521003,0,0,15370,cluster12
0.521003,0,0,15370,cluster12
0,5,1,1490,cluster3
0,5,1,1490,cluster3
0.324653,0,0,15360,cluster12
0.324653,0,0,15360,cluster12
0.324653,0,0,15360,cluster12
0.324653,0,0,15360,cluster12
0.02357,5,1,1480,cluster3
0.02357,5,1,1480,cluster3
0.341224,0,0,15350,cluster12
0.341224,0,0,15350,cluster12
0.341224,0,0,15350,cluster12
0.341224,0,0,15350,cluster12
0.11467,5,1,1470,cluster3
0.11467,5,1,1470,cluster3
0.520807,1,1,16270,cluster15
0.334387,0,0,15340,cluster12
0.334387,0,0,15340,cluster12
0.334387,0,0,15340,cluster12
0.334387,0,0,15340,cluster12
0.626287,1,1,16260,cluster15
0.107437,5,1,1460,cluster3
0.107437,5,1,1460,cluster3
0.509886,1,1,16250,cluster15
0.313104,1,1,16240,cluster15
0.448373,1,1,16230,cluster15
0.464003,1,1,16220,cluster15
0.262599,6,0,4300,cluster13
0.302717,6,0,4290,cluster13
0.30175,6,0,4280,cluster13
0.302916,6,0,4270,cluster13
0.763516,3,1,19560,cluster13
0.189318,2,1,4590,cluster13
0.188899,2,1,4580,cluster13
0.528783,6,0,15100,cluster15
0.165449,2,1,4570,cluster13
0.504513,4,1,14000,cluster15
2.24487,4,1,2360,cluster17
2.24487,4,1,2360,cluster17
2.24487,4,1,2360,cluster17
2.24487,4,1,2360,cluster17
0.445884,6,0,15090,cluster15
1.63952,4,1,2350,cluster17
1.63952,4,1,2350,cluster17
1.63952,4,1,2350,cluster17
1.63952,4,1,2350,cluster17
2.29788,4,1,2340,cluster17
2.29788,4,1,2340,cluster17
2.29788,4,1,2340,cluster17
2.29788,4,1,2340,cluster17
