@relation 'c3_cl-weka.filters.unsupervised.attribute.Remove-R1,5-25'

@attribute Day numeric
@attribute ' Time' numeric
@attribute 'use [kW]' numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19}

@data
0,142900,0.489417,cluster4
0,142800,0.4857,cluster4
0,142700,0.488067,cluster4
0,142600,0.492633,cluster4
0,142500,0.494533,cluster4
0,142400,0.50545,cluster4
0,142300,0.500783,cluster4
0,142200,0.496733,cluster4
0,142100,0.498967,cluster4
0,142000,0.498083,cluster4
0,141900,0.497683,cluster4
0,141800,0.507767,cluster4
0,141700,0.50505,cluster6
0,141600,0.50385,cluster6
0,141500,0.506133,cluster6
0,141400,0.510417,cluster6
0,141300,0.504717,cluster6
0,141200,0.50655,cluster4
0,141100,0.510817,cluster6
0,141000,0.505167,cluster6
0,140900,0.602433,cluster6
0,140800,0.622767,cluster6
0,140700,0.532867,cluster6
0,140600,0.485267,cluster6
0,140500,0.479,cluster6
0,140400,0.478167,cluster6
0,140300,0.478683,cluster6
0,140200,0.480017,cluster6
0,140100,0.48,cluster6
0,140000,0.480033,cluster6
0,135900,0.625417,cluster4
0,135800,0.945583,cluster4
0,135700,0.937633,cluster6
0,135600,0.937,cluster6
0,135500,0.916617,cluster6
0,135400,0.946317,cluster6
0,135300,0.951883,cluster4
0,135200,1.2853,cluster4
0,135100,1.375033,cluster4
0,135000,1.32745,cluster4
0,134900,1.3174,cluster4
0,134800,1.293683,cluster4
0,134700,1.325367,cluster4
0,134600,1.321133,cluster4
0,134500,1.2946,cluster4
0,134400,1.112583,cluster4
0,134300,1.05785,cluster4
0,134200,1.147883,cluster4
0,134100,1.110233,cluster4
0,134000,1.156833,cluster4
0,133900,1.138783,cluster4
0,133800,1.2014,cluster4
0,133700,0.6821,cluster4
0,133600,0.764783,cluster4
0,133500,1.16415,cluster15
0,133400,1.104933,cluster15
0,133300,1.07245,cluster15
0,133200,1.066433,cluster15
0,133100,1.122917,cluster15
0,133000,1.17295,cluster15
0,132900,0.9688,cluster15
0,132800,1.024133,cluster15
0,132700,1.0756,cluster15
0,132600,1.049917,cluster15
0,132500,1.03905,cluster15
0,132400,1.016233,cluster15
0,132300,1.03375,cluster15
0,132200,1.020317,cluster15
0,132100,1.0198,cluster15
0,132000,1.1684,cluster15
0,131900,1.534483,cluster15
0,131800,1.515083,cluster15
0,131700,1.509783,cluster15
0,131600,1.524667,cluster15
0,131500,1.499983,cluster15
0,131400,1.478183,cluster15
0,131300,1.499883,cluster15
0,131200,1.49325,cluster15
0,131100,1.489917,cluster15
0,131000,1.497217,cluster15
0,130900,1.43815,cluster15
0,130800,1.449267,cluster15
0,130700,1.43605,cluster15
0,130600,1.507517,cluster15
0,130500,1.643233,cluster15
0,130400,1.624317,cluster15
0,130300,1.63315,cluster15
0,130200,1.681383,cluster9
0,130100,1.374967,cluster18
0,130000,1.41135,cluster19
0,125900,1.440033,cluster19
0,125800,1.4252,cluster19
0,125700,1.835517,cluster19
0,125600,1.741033,cluster19
0,125500,1.90185,cluster19
0,125400,2.303217,cluster19
0,125300,2.3062,cluster19
0,125200,2.282433,cluster19
0,125100,2.276683,cluster19
0,125000,2.2862,cluster19
0,124900,2.292967,cluster19
0,124800,2.307433,cluster19
0,124700,2.270633,cluster19
0,124600,2.28425,cluster19
0,124500,2.27515,cluster19
0,124400,2.3089,cluster19
0,124300,2.286883,cluster19
0,124200,2.3112,cluster19
0,124100,2.295883,cluster19
0,124000,2.31115,cluster19
0,123900,2.311383,cluster19
0,123800,2.9702,cluster7
0,123700,4.002217,cluster7
0,123600,2.239167,cluster9
0,123500,1.959467,cluster19
0,123400,2.003633,cluster19
0,123300,2.012817,cluster19
0,123200,2.018167,cluster19
0,123100,3.38695,cluster15
0,123000,3.3568,cluster15
0,122900,3.373617,cluster15
0,122800,3.45275,cluster15
0,122700,3.390783,cluster15
0,122600,2.160617,cluster19
0,122500,2.020233,cluster19
0,122400,2.02095,cluster19
0,122300,2.1064,cluster19
0,122200,2.1774,cluster19
0,122100,2.173383,cluster19
0,122000,2.1792,cluster19
0,121900,2.199417,cluster19
0,121800,2.173117,cluster19
0,121700,2.199833,cluster19
0,121600,2.1937,cluster19
0,121500,2.153467,cluster19
0,121400,2.097017,cluster19
0,121300,2.08205,cluster19
0,121200,2.080167,cluster19
0,121100,2.076417,cluster19
0,121000,2.095367,cluster19
0,120900,2.242617,cluster19
0,120800,2.2608,cluster19
0,120700,2.312833,cluster19
0,120600,2.24385,cluster19
0,120500,2.247217,cluster19
0,120400,2.225117,cluster19
0,120300,2.072717,cluster19
0,120200,2.066567,cluster19
0,120100,2.06195,cluster19
0,120000,2.0595,cluster19
0,115900,2.059483,cluster19
0,115800,2.0583,cluster19
0,115700,2.05705,cluster19
0,115600,2.28215,cluster19
0,115500,2.464783,cluster19
0,115400,2.477967,cluster19
0,115300,2.46295,cluster19
0,115200,2.482967,cluster19
0,115100,2.4924,cluster19
0,115000,2.429217,cluster19
0,114900,2.275467,cluster19
0,114800,2.136983,cluster6
0,114700,2.123933,cluster6
0,114600,2.230583,cluster6
0,114500,2.247117,cluster6
0,114400,2.368883,cluster6
0,114300,2.411417,cluster6
0,114200,2.317083,cluster6
0,114100,3.129417,cluster6
0,114000,3.828733,cluster6
0,113900,3.987117,cluster7
0,113800,4.43595,cluster7
0,113700,3.871517,cluster6
0,113600,3.886967,cluster6
0,113500,3.804517,cluster6
0,113400,3.4105,cluster6
0,113300,3.485133,cluster6
0,113200,3.539683,cluster6
0,113100,3.512667,cluster6
0,113000,3.520533,cluster6
0,112900,5.016033,cluster6
0,112800,4.364783,cluster6
0,112700,3.60535,cluster6
0,112600,3.7004,cluster18
0,112500,6.325933,cluster18
0,112400,3.670317,cluster18
0,112300,3.497483,cluster6
0,112200,6.283933,cluster6
0,112100,3.505217,cluster6
0,112000,5.330767,cluster6
0,111900,4.53475,cluster6
0,111800,3.704033,cluster6
0,111700,6.597933,cluster6
0,111600,3.492267,cluster6
0,111500,5.725567,cluster6
0,111400,7.067633,cluster6
0,111300,7.103933,cluster6
0,111200,3.026983,cluster14
0,111100,1.84125,cluster14
0,111000,1.806517,cluster6
0,110900,1.807567,cluster6
0,110800,1.802467,cluster6
0,110700,1.804067,cluster6
0,110600,1.804733,cluster6
0,110500,2.583867,cluster7
0,110400,2.473383,cluster7
0,110300,2.73605,cluster7
0,110200,1.669617,cluster6
0,110100,1.655483,cluster6
0,110000,1.64155,cluster6
0,105900,1.808967,cluster18
0,105800,1.928083,cluster18
0,105700,1.92455,cluster18
0,105600,1.919233,cluster18
0,105500,1.994083,cluster18
0,105400,2.342917,cluster18
0,105300,2.374,cluster18
0,105200,2.374517,cluster18
0,105100,2.20835,cluster6
0,105000,2.10325,cluster6
0,104900,2.1301,cluster6
0,104800,2.026617,cluster6
0,104700,2.016883,cluster6
0,104600,2.0275,cluster6
0,104500,2.17355,cluster18
0,104400,2.137917,cluster18
0,104300,2.14015,cluster18
0,104200,2.2766,cluster2
0,104100,2.369433,cluster2
0,104000,2.382533,cluster2
0,103900,2.358733,cluster2
0,103800,2.352167,cluster2
0,103700,2.34495,cluster2
0,103600,2.165267,cluster2
0,103500,2.168617,cluster18
0,103400,2.444783,cluster2
0,103300,1.921983,cluster2
0,103200,1.897917,cluster2
0,103100,1.630083,cluster4
0,103000,1.657183,cluster8
0,102900,1.63275,cluster4
0,102800,1.533383,cluster4
0,102700,1.380283,cluster4
0,102600,1.389433,cluster4
0,102500,1.3875,cluster4
0,102400,1.3841,cluster4
0,102300,1.389283,cluster4
0,102200,1.391267,cluster4
0,102100,1.40675,cluster4
0,102000,1.67175,cluster4
0,101900,1.983867,cluster4
0,101800,1.989,cluster4
0,101700,1.99565,cluster4
0,101600,3.093517,cluster4
0,101500,3.42785,cluster4
0,101400,3.2354,cluster4
0,101300,3.21735,cluster4
0,101200,3.026767,cluster4
0,101100,2.930067,cluster4
0,101000,2.973967,cluster4
0,100900,3.064583,cluster4
0,100800,3.070417,cluster4
0,100700,3.058317,cluster4
0,100600,3.032233,cluster4
0,100500,3.062517,cluster4
0,100400,3.133667,cluster4
0,100300,3.0674,cluster4
0,100200,4.48845,cluster4
0,100100,5.104217,cluster4
0,100000,3.34665,cluster4
0,95900,3.267967,cluster4
0,95800,3.31945,cluster4
0,95700,3.323133,cluster4
0,95600,4.268,cluster4
0,95500,6.536783,cluster4
0,95400,3.3115,cluster4
0,95300,3.597883,cluster4
0,95200,4.043783,cluster4
0,95100,7.170967,cluster4
0,95000,5.2361,cluster4
0,94900,3.6478,cluster4
0,94800,5.619883,cluster4
0,94700,7.214633,cluster4
0,94600,3.591767,cluster4
0,94500,4.931717,cluster4
0,94400,7.0772,cluster4
